"suburb","postcode","state","lat","lng"
"Catani","3981","VIC","-38.19245","145.6551"
"Cathcart","3377","VIC","-37.31253","142.87954"
"Cathkin","3714","VIC","-37.16123","145.59331"
"Catumnal","3537","VIC","-36.07827","143.62555"
"Caulfield","3162","VIC","-37.88402","145.02656"
"Caulfield East","3145","VIC","-37.88119","145.04212"
"Caulfield North","3161","VIC","-37.87081","145.02366"
"Caulfield South","3162","VIC","-37.89466","145.02494"
"Caveat","3660","VIC","-37.05308","145.49909"
"Cavendish","3314","VIC","-37.4873","142.06516"
"Ceres","3221","VIC","-38.16254","144.27208"
"Chadstone","3148","VIC","-37.88301","145.09996"
"Chandlers Creek","3890","VIC","-37.30548","149.31912"
"Chapel Flat","3352","VIC","-37.47876","143.89712"
"Chapple Vale","3239","VIC","-38.62636","143.30186"
"Charam","3318","VIC","-36.94966","141.51381"
"Charlemont","3217","VIC","-38.2045","144.36856"
"Charleroi","3695","VIC","-36.31188","147.15356"
"Charlton","3525","VIC","-36.28025","143.32938"
"Chatsworth","3379","VIC","-37.8402","142.65202"
"Chelsea","3196","VIC","-38.04966","145.12154"
"Chelsea Heights","3196","VIC","-38.04019","145.13396"
"Cheltenham","3192","VIC","-37.96196","145.06012"
"Chepstowe","3351","VIC","-37.59637","143.48727"
"Cherokee","3434","VIC","-37.39794","144.64271"
"Cherrypool","3401","VIC","-37.13047","142.16655"
"Cheshunt","3678","VIC","-36.8276","146.41847"
"Cheshunt South","3678","VIC","-36.93477","146.41616"
"Chesney Vale","3725","VIC","-36.41403","146.05882"
"Chetwynd","3312","VIC","-37.30181","141.38927"
"Chewton","3451","VIC","-37.09133","144.26435"
"Chewton Bushlands","3451","VIC","-37.07809","144.29209"
"Childers","3824","VIC","-38.30012","146.10285"
"Chillingollah","3585","VIC","-35.27592","143.04589"
"Chiltern","3683","VIC","-36.18609","146.6114"
"Chiltern Valley","3683","VIC","-36.14343","146.55238"
"Chinangin","3544","VIC","-35.53275","143.17545"
"Chinkapook","3546","VIC","-35.18157","142.945"
"Chintin","3756","VIC","-37.39609","144.83387"
"Chirnside Park","3116","VIC","-37.74195","145.31482"
"Chirrip","3525","VIC","-36.16252","143.13222"
"Chocolyn","3260","VIC","-38.19662","143.20269"
"Christmas Hills","3775","VIC","-37.65821","145.30722"
"Chum Creek","3777","VIC","-37.6067","145.4856"
"Churchill","3842","VIC","-38.31539","146.42416"
"Churchill Island","3925","VIC","-38.50105","145.33955"
"Chute","3373","VIC","-37.30918","143.41171"
"Clarendon","3352","VIC","-37.69962","143.97386"
"Claretown","3352","VIC","-37.51542","144.03203"
"Clarinda","3169","VIC","-37.94195","145.10672"
"Clarkefield","3430","VIC","-37.48408","144.79996"
"Clarkes Hill","3352","VIC","-37.49792","143.97853"
"Clayton","3168","VIC","-37.91526","145.12899"
"Clayton South","3169","VIC","-37.94397","145.1242"
"Clear Lake","3409","VIC","-36.93703","141.8892"
"Clematis","3782","VIC","-37.93054","145.41787"
"Clifton Creek","3875","VIC","-37.71022","147.66673"
"Clifton Hill","3068","VIC","-37.78971","144.99682"
"Clifton Springs","3222","VIC","-38.1546","144.57031"
"Clonbinane","3658","VIC","-37.36773","145.14833"
"Clover Flat","3315","VIC","-37.60838","141.55515"
"Cloverlea","3822","VIC","-38.2364","145.98968"
"Club Terrace","3889","VIC","-37.51929","148.93865"
"Clunes","3370","VIC","-37.28774","143.7888"
"Clyde","3978","VIC","-38.15079","145.35357"
"Clyde North","3978","VIC","-38.10008","145.3588"
"Clydebank","3851","VIC","-38.04728","147.19213"
"Clydesdale","3461","VIC","-37.17426","144.09749"
"Coalville","3825","VIC","-38.24091","146.26748"
"Cobains","3851","VIC","-38.07683","147.13979"
"Cobaw","3442","VIC","-37.26422","144.64721"
"Cobbannah","3862","VIC","-37.65027","147.28001"
"Cobberas","3900","VIC","-36.864","148.10514"
"Cobden","3266","VIC","-38.33151","143.11382"
"Cobram","3644","VIC","-35.92335","145.63872"
"Cobram East","3644","VIC","-35.96564","145.74576"
"Cobrico","3266","VIC","-38.29667","143.02254"
"Cobungra","3898","VIC","-37.07965","147.36801"
"Coburg","3058","VIC","-37.74493","144.9645"
"Coburg North","3058","VIC","-37.72704","144.96737"
"Cocamba","3546","VIC","-35.10997","142.90014"
"Cochranes Creek","3475","VIC","-36.69643","143.56786"
"Cockatoo","3781","VIC","-37.92643","145.50901"
"Cocoroc","3030","VIC","-37.96227","144.61837"
"Codrington","3285","VIC","-38.25741","141.95991"
"Coghills Creek","3364","VIC","-37.3862","143.75201"
"Cohuna","3568","VIC","-35.77539","144.26688"
"Coimadai","3340","VIC","-37.59037","144.48819"
"Cokum","3530","VIC","-35.75577","143.26431"
"Colac","3250","VIC","-38.30962","143.5889"
"Colac Colac","3707","VIC","-36.22209","147.84406"
"Colac East","3250","VIC","-38.34045","143.61576"
"Colac West","3250","VIC","-38.33259","143.54409"
"Colbinabbin","3559","VIC","-36.59539","144.82091"
"Colbrook","3342","VIC","-37.53334","144.22257"
"Coldstream","3770","VIC","-37.70318","145.40403"
"Coleraine","3315","VIC","-37.58971","141.67985"
"Colignan","3494","VIC","-34.54063","142.34507"
"Collingwood","3066","VIC","-37.80195","144.98808"
"Combienbar","3889","VIC","-37.38638","149.02075"
"Concongella","3384","VIC","-37.05213","142.86358"
"Condah","3303","VIC","-37.93817","141.72465"
"Congupna","3633","VIC","-36.28774","145.47356"
"Connewarre","3227","VIC","-38.25082","144.42013"
"Connewirricoo","3318","VIC","-37.17909","141.47392"
"Coojar","3315","VIC","-37.36084","141.68432"
"Coolaroo","3048","VIC","-37.65472","144.93441"
"Cooma","3616","VIC","-36.41104","145.07282"
"Coomboona","3629","VIC","-36.26871","145.31265"
"Coomoora","3461","VIC","-37.3301","144.19782"
"Coongulla","3860","VIC","-37.87278","146.76972"
"Coonooer Bridge","3477","VIC","-36.45905","143.31509"
"Coonooer West","3477","VIC","-36.42565","143.21936"
"Cooriemungle","3268","VIC","-38.56676","143.13898"
"Cope Cope","3480","VIC","-36.46985","143.05454"
"Cora Lynn","3814","VIC","-38.14311","145.61344"
"Corack","3480","VIC","-36.18126","143.02681"
"Corack East","3480","VIC","-36.15077","143.05709"
"Coragulac","3249","VIC","-38.26291","143.53491"
"Coral Bank","3691","VIC","-36.61979","147.10856"
"Corindhap","3352","VIC","-37.86479","143.75743"
"Corinella","3984","VIC","-38.4252","145.46132"
"Corio","3214","VIC","-38.06752","144.37728"
"Corndale","3311","VIC","-37.53007","141.25097"
"Cornella","3551","VIC","-36.6795","144.76587"
"Cornishtown","3683","VIC","-36.10503","146.56998"
"Coronet Bay","3984","VIC","-38.43481","145.44324"
"Corop","3559","VIC","-36.4585","144.77407"
"Cororooke","3254","VIC","-38.29637","143.53005"
"Corringle","3888","VIC","-37.78506","148.45445"
"Corryong","3707","VIC","-36.18551","147.89944"
"Corunnun","3249","VIC","-38.28186","143.4855"
"Cosgrove","3631","VIC","-36.34593","145.63439"
"Cosgrove South","3631","VIC","-36.41309","145.63836"
"Costerfield","3523","VIC","-36.87163","144.80078"
"Cotswold","3465","VIC","-37.14117","143.88924"
"Cottles Bridge","3099","VIC","-37.60698","145.22131"
"Cowa","3862","VIC","-37.38551","147.18687"
"Cowangie","3506","VIC","-35.19402","141.36888"
"Cowes","3922","VIC","-38.47143","145.23016"
"Cowleys Creek","3268","VIC","-38.50331","143.0379"
"Cowwarr","3857","VIC","-38.02672","146.6666"
"Craigie","3465","VIC","-37.10371","143.77334"
"Craigieburn","3064","VIC","-37.58137","144.92254"
"Cranbourne","3977","VIC","-38.11279","145.27232"
"Cranbourne East","3977","VIC","-38.11311","145.30685"
"Cranbourne North","3977","VIC","-38.07753","145.29891"
"Cranbourne South","3977","VIC","-38.15006","145.26428"
"Cranbourne West","3977","VIC","-38.10086","145.25141"
"Creek Junction","3669","VIC","-36.84749","145.88405"
"Creightons Creek","3666","VIC","-36.86506","145.51809"
"Cremorne","3121","VIC","-37.82946","144.99293"
"Cressy","3322","VIC","-38.03932","143.66509"
"Creswick","3363","VIC","-37.42112","143.89661"
"Creswick North","3363","VIC","-37.36547","143.87768"
"Crib Point","3919","VIC","-38.35644","145.20232"
"Crookayan","3858","VIC","-37.48949","146.62766"
"Crooked River","3862","VIC","-37.38776","147.00436"
"Cross Roads","3373","VIC","-37.48634","143.21462"
"Crossley","3283","VIC","-38.31698","142.314"
"Crossover","3821","VIC","-38.05737","145.97076"
"Crowlands","3377","VIC","-37.14203","143.11087"
"Croxton East","3301","VIC","-37.7758","142.22726"
"Croydon","3136","VIC","-37.79134","145.2815"
"Croydon Hills","3136","VIC","-37.77437","145.26612"
"Croydon North","3136","VIC","-37.77379","145.28579"
"Croydon South","3136","VIC","-37.81565","145.27807"
"Crymelon","3393","VIC","-36.15362","142.24458"
"Cudgee","3265","VIC","-38.34102","142.65207"
"Cudgewa","3705","VIC","-36.15122","147.80885"
"Culgoa","3530","VIC","-35.70613","143.12164"
"Culla","3315","VIC","-37.23805","141.57426"
"Cullen","3568","VIC","-35.78807","144.15374"
"Cullulleraine","3496","VIC","-34.18815","141.63835"
"Cundare","3251","VIC","-38.14389","143.5934"
"Cundare North","3251","VIC","-38.10761","143.55399"
"Curdies River","3268","VIC","-38.44468","142.94374"
"Curdievale","3268","VIC","-38.52127","142.86656"
"Curlewis","3222","VIC","-38.17733","144.52381"
"Curyo","3483","VIC","-35.83848","142.71393"
"Dadswells Bridge","3385","VIC","-36.89845","142.498"
"Daisy Hill","3465","VIC","-37.11058","143.72171"
"Dales Creek","3341","VIC","-37.52186","144.30316"
"Dallas","3047","VIC","-37.67261","144.93662"
"Dalmore","3981","VIC","-38.18675","145.42448"
"Daltons Bridge","3568","VIC","-35.82692","144.28175"
"Dalyenong","3477","VIC","-36.80624","143.42737"
"Dalyston","3992","VIC","-38.56809","145.544"
"Dandenong","3175","VIC","-37.98531","145.21389"
"Dandenong North","3175","VIC","-37.95502","145.21456"
"Dandenong South","3175","VIC","-38.03058","145.21768"
"Dandongadale","3737","VIC","-36.83303","146.69447"
"Dargo","3862","VIC","-37.32238","147.30201"
"Darley","3340","VIC","-37.63646","144.42412"
"Darlimurla","3871","VIC","-38.39062","146.21222"
"Darlington","3271","VIC","-37.97929","143.03154"
"Darnum","3822","VIC","-38.18138","146.02276"
"Darraweit Guim","3756","VIC","-37.41836","144.86643"
"Darriman","3851","VIC","-38.40947","146.95325"
"Dartmoor","3304","VIC","-37.8936","141.31134"
"Dartmouth","3701","VIC","-36.61242","147.62297"
"Dawson","3858","VIC","-37.97457","146.6838"
"Daylesford","3460","VIC","-37.34769","144.14359"
"Dean","3363","VIC","-37.45641","143.98663"
"Deans Marsh","3235","VIC","-38.40689","143.89954"
"Deddick Valley","3888","VIC","-37.04856","148.50798"
"Dederang","3691","VIC","-36.47401","147.00344"
"Deep Lead","3385","VIC","-36.99858","142.71081"
"Deepdene","3103","VIC","-37.81146","145.06616"
"Deer Park","3023","VIC","-37.76701","144.77433"
"Delacombe","3356","VIC","-37.58112","143.80471"
"Delahey","3037","VIC","-37.71884","144.77851"
"Delatite","3723","VIC","-37.12981","146.16282"
"Delburn","3871","VIC","-38.33561","146.24626"
"Delegate River","3888","VIC","-37.10642","148.81628"
"Denicull Creek","3377","VIC","-37.33918","142.92973"
"Denison","3858","VIC","-38.03907","146.85283"
"Dennington","3280","VIC","-38.35546","142.43105"
"Denver","3461","VIC","-37.28589","144.29426"
"Deptford","3875","VIC","-37.57131","147.68334"
"Derby","3516","VIC","-36.65468","144.03622"
"Dereel","3352","VIC","-37.82592","143.75186"
"Dergholm","3312","VIC","-37.34073","141.20054"
"Derrimut","3030","VIC","-37.79841","144.78005"
"Derrinal","3523","VIC","-36.89516","144.60422"
"Derrinallum","3325","VIC","-37.95939","143.1761"
"Devenish","3726","VIC","-36.34172","145.91063"
"Devils River","3714","VIC","-37.17211","145.83478"
"Devon Meadows","3977","VIC","-38.16995","145.31614"
"Devon North","3971","VIC","-38.53564","146.61417"
"Dewhurst","3808","VIC","-37.97683","145.46494"
"Dhurringile","3610","VIC","-36.53574","145.21564"
"Diamond Creek","3089","VIC","-37.66086","145.15223"
"Digby","3309","VIC","-37.81347","141.53178"
"Diggers Rest","3427","VIC","-37.61387","144.70123"
"Diggora","3561","VIC","-36.36122","144.53092"
"Dimboola","3414","VIC","-36.38619","142.04862"
"Dingee","3571","VIC","-36.37107","144.20925"
"Dingley Village","3172","VIC","-37.97417","145.12758"
"Dingwall","3579","VIC","-35.80866","143.85033"
"Dinner Plain","3898","VIC","-37.03318","147.27395"
"Dixie","3265","VIC","-38.30594","142.92948"
"Dixons Creek","3775","VIC","-37.58431","145.42634"
"Dobie","3377","VIC","-37.33219","143.03066"
"Docker","3678","VIC","-36.50744","146.36811"
"Dockers Plains","3678","VIC","-36.28765","146.338"
"Docklands","3008","VIC","-37.81803","144.93794"
"Doctors Flat","3895","VIC","-37.30918","147.73664"
"Dollar","3871","VIC","-38.55762","146.18068"
"Don Valley","3139","VIC","-37.73439","145.59205"
"Donald","3480","VIC","-36.30201","143.00728"
"Doncaster","3108","VIC","-37.78284","145.12239"
"Doncaster East","3109","VIC","-37.77523","145.16444"
"Donnybrook","3064","VIC","-37.54032","144.99276"
"Donvale","3111","VIC","-37.78639","145.19453"
"Dooboobetic","3478","VIC","-36.3774","143.20021"
"Dooen","3401","VIC","-36.64101","142.23631"
"Dookie","3646","VIC","-36.33259","145.70608"
"Dookie College","3647","VIC","-36.3951","145.70309"
"Doreen","3754","VIC","-37.59818","145.14482"
"Dorodong","3312","VIC","-37.31946","141.05346"
"Double Bridges","3893","VIC","-37.59603","147.89683"
"Douglas","3409","VIC","-37.03833","141.70498"
"Doveton","3177","VIC","-37.98391","145.24047"
"Dreeite","3249","VIC","-38.14773","143.50252"
"Dreeite South","3249","VIC","-38.1974","143.47707"
"Driffield","3840","VIC","-38.27075","146.31097"
"Drik Drik","3304","VIC","-38.00977","141.26286"
"Dromana","3936","VIC","-38.33175","145.00133"
"Dropmore","3660","VIC","-37.04041","145.43873"
"Drouin","3818","VIC","-38.14292","145.84038"
"Drouin East","3818","VIC","-38.1203","145.89164"
"Drouin South","3818","VIC","-38.18908","145.82355"
"Drouin West","3818","VIC","-38.07947","145.86808"
"Drumanure","3636","VIC","-36.16497","145.48614"
"Drumborg","3304","VIC","-38.10463","141.49722"
"Drumcondra","3215","VIC","-38.13016","144.35415"
"Drummartin","3570","VIC","-36.4288","144.41213"
"Drummond","3461","VIC","-37.24283","144.3085"
"Drummond North","3446","VIC","-37.19394","144.31879"
"Drung","3401","VIC","-36.76506","142.32177"
"Dry Diggings","3461","VIC","-37.297","144.15634"
"Drysdale","3222","VIC","-38.16921","144.5934"
"Duchembegarra","3409","VIC","-36.62422","141.89201"
"Dumbalk","3956","VIC","-38.52327","146.10415"
"Dumbalk North","3956","VIC","-38.51218","146.1692"
"Dumosa","3527","VIC","-35.93887","143.1871"
"Dunach","3371","VIC","-37.21849","143.72755"
"Dundonnell","3271","VIC","-37.89947","142.97333"
"Dunkeld","3379","VIC","-37.65625","142.34558"
"Dunluce","3472","VIC","-36.88498","143.59545"
"Dunneworthy","3377","VIC","-37.20228","143.04196"
"Dunnstown","3352","VIC","-37.59274","143.97052"
"Dunolly","3472","VIC","-36.86619","143.72629"
"Dunrobin","3312","VIC","-37.51849","141.38175"
"Durdidwarrah","3342","VIC","-37.82269","144.18958"
"Durham Lead","3352","VIC","-37.70004","143.90214"
"Durham Ox","3576","VIC","-36.12003","143.91175"
"Dutson","3851","VIC","-38.18066","147.23519"
"Dutson Downs","3851","VIC","-38.20356","147.32474"
"Dutton Way","3305","VIC","-38.29124","141.63135"
"Duverney","3323","VIC","-38.04077","143.56748"
"Eagle Point","3878","VIC","-37.89804","147.69395"
"Eaglehawk","3556","VIC","-36.70812","144.26456"
"Eaglehawk North","3556","VIC","-36.68996","144.25873"
"Eaglemont","3084","VIC","-37.76315","145.06512"
"Earlston","3669","VIC","-36.53124","145.68178"
"East Bairnsdale","3875","VIC","-37.85664","147.69145"
"East Bendigo","3550","VIC","-36.7419","144.31881"
"East Geelong","3219","VIC","-38.15597","144.38123"
"East Melbourne","3002","VIC","-37.81542","144.98136"
"East Sale","3852","VIC","-38.10407","147.14061"
"East Wangaratta","3678","VIC","-36.36283","146.38005"
"East Warburton","3799","VIC","-37.69346","145.79002"
"Eastern View","3231","VIC","-38.45336","144.04309"
"Eastville","3463","VIC","-36.87475","143.95277"
"Eastwood","3875","VIC","-37.81306","147.63434"
"Ebden","3691","VIC","-36.15905","147.03622"
"Echuca","3564","VIC","-36.15495","144.75711"
"Echuca Village","3564","VIC","-36.14199","144.81696"
"Echuca West","3564","VIC","-36.17745","144.66965"
"Ecklin South","3265","VIC","-38.38598","142.89702"
"Eddington","3472","VIC","-36.91316","143.90931"
"Eden Park","3757","VIC","-37.48769","145.07067"
"Edenhope","3318","VIC","-37.0652","141.30776"
"Edgecombe","3444","VIC","-37.18459","144.46167"
"Edi","3678","VIC","-36.65004","146.40707"
"Edi Upper","3678","VIC","-36.74349","146.52519"
"Edithvale","3196","VIC","-38.03779","145.11503"
"Eganstown","3461","VIC","-37.36257","144.09353"
"Eildon","3713","VIC","-37.37082","146.01809"
"Elaine","3334","VIC","-37.76442","144.00896"
"Eldorado","3746","VIC","-36.31328","146.55393"
"Elevated Plains","3461","VIC","-37.29787","144.1322"
"Elingamite","3266","VIC","-38.3685","143.00958"
"Elingamite North","3266","VIC","-38.35069","142.98797"
"Elizabeth Island","3921","VIC","-38.41519","145.36909"
"Ellaswood","3875","VIC","-37.77943","147.56686"
"Ellerslie","3265","VIC","-38.12511","142.65692"
"Elliminyt","3250","VIC","-38.37088","143.57825"
"Ellinbank","3821","VIC","-38.25283","145.92963"
"Elmhurst","3469","VIC","-37.16859","143.26085"
"Elmore","3558","VIC","-36.46749","144.57182"
"Elphinstone","3448","VIC","-37.07618","144.3555"
"Elsternwick","3185","VIC","-37.8868","145.00653"
"Eltham","3095","VIC","-37.71466","145.1633"
"Eltham North","3095","VIC","-37.69772","145.1418"
"Elwood","3184","VIC","-37.88102","144.98575"
"Emerald","3782","VIC","-37.93245","145.43443"
"Emu","3475","VIC","-36.73278","143.44186"
"Emu Creek","3551","VIC","-36.85137","144.34751"
"Endeavour Hills","3802","VIC","-37.9689","145.25585"
"Enfield","3352","VIC","-37.7531","143.78841"
"Englefield","3407","VIC","-37.32502","141.81482"
"Enochs Point","3723","VIC","-37.41916","146.11386"
"Ensay","3895","VIC","-37.38532","147.82634"
"Ensay North","3895","VIC","-37.29532","147.86219"
"Eppalock","3551","VIC","-36.85419","144.46266"
"Epping","3076","VIC","-37.64299","145.01026"
"Epsom","3551","VIC","-36.70132","144.3129"
"Ercildoune","3352","VIC","-37.4176","143.58811"
"Erica","3825","VIC","-37.97627","146.37904"
"Errinundra","3889","VIC","-37.47368","148.7605"
"Eskdale","3701","VIC","-36.52137","147.22848"
"Esmond","3730","VIC","-36.06227","146.18412"
"Essendon","3040","VIC","-37.74923","144.91226"
"Essendon Fields","3041","VIC","-37.72436","144.90355"
"Essendon North","3041","VIC","-37.73953","144.90134"
"Essendon West","3040","VIC","-37.75489","144.88375"
"Eumemmerring","3177","VIC","-37.9979","145.24444"
"Eurack","3251","VIC","-38.15073","143.72892"
"Eureka","3350","VIC","-37.56479","143.88226"
"Euroa","3666","VIC","-36.77292","145.55982"
"Eurobin","3739","VIC","-36.63652","146.84659"
"Evansford","3371","VIC","-37.26217","143.65069"
"Eversley","3377","VIC","-37.20148","143.17657"
"Everton","3678","VIC","-36.44291","146.55243"
"Everton Upper","3678","VIC","-36.37691","146.57018"
"Exford","3338","VIC","-37.72799","144.54803"
"Eynesbury","3338","VIC","-37.79118","144.53318"
"Fairbank","3951","VIC","-38.40426","145.93194"
"Fairfield","3078","VIC","-37.7844","145.01428"
"Fairhaven","3231","VIC","-38.45503","144.08237"
"Fairley","3579","VIC","-35.68431","143.8161"
"Fairy Dell","3561","VIC","-36.32845","144.72338"
"Fairy Dell","3875","VIC","-37.69535","147.76769"
"Falls Creek","3699","VIC","-36.87898","147.24275"
"Faraday","3451","VIC","-37.05291","144.29723"
"Fawcett","3714","VIC","-37.10321","145.71973"
"Fawkner","3060","VIC","-37.70487","144.96982"
"Fentons Creek","3518","VIC","-36.55704","143.53059"
"Ferguson","3237","VIC","-38.62301","143.51163"
"Fern Hill","3458","VIC","-37.36887","144.40852"
"Fernbank","3864","VIC","-37.86388","147.32679"
"Ferndale","3821","VIC","-38.30869","145.94034"
"Fernihurst","3518","VIC","-36.22886","143.86151"
"Fernshaw","3778","VIC","-37.60936","145.64643"
"Ferntree Gully","3156","VIC","-37.88618","145.28207"
"Ferny Creek","3786","VIC","-37.87549","145.33421"
"Fiery Flat","3518","VIC","-36.41257","143.81713"
"Fingal","3939","VIC","-38.41964","144.8569"
"Fish Creek","3959","VIC","-38.72676","146.06902"
"Fish Point","3585","VIC","-35.44308","143.73555"
"Fiskville","3342","VIC","-37.68232","144.22795"
"Fitzroy","3065","VIC","-37.80092","144.97919"
"Fitzroy North","3068","VIC","-37.78356","144.98573"
"Flaggy Creek","3875","VIC","-37.75243","147.48049"
"Flagstaff","3465","VIC","-37.04736","143.7772"
"Flamingo Beach","3851","VIC","-38.26939","147.31299"
"Flemington","3031","VIC","-37.78728","144.92154"
"Flinders","3929","VIC","-38.4554","144.97397"
"Flora Hill","3550","VIC","-36.78252","144.296"
"Flowerdale","3658","VIC","-37.32971","145.30613"
"Flynn","3844","VIC","-38.19686","146.67805"
"Flynns Creek","3844","VIC","-38.25448","146.63236"
"Footscray","3011","VIC","-37.80083","144.89789"
"Forbes","3764","VIC","-37.31432","144.88899"
"Forest Hill","3131","VIC","-37.84138","145.17103"
"Forge Creek","3875","VIC","-37.92801","147.6393"
"Forrest","3236","VIC","-38.51207","143.69366"
"Foster","3960","VIC","-38.67585","146.20871"
"Foster North","3960","VIC","-38.61185","146.16717"
"Fosterville","3557","VIC","-36.69593","144.47533"
"Foxhow","3323","VIC","-38.05449","143.47558"
"Framlingham","3265","VIC","-38.26636","142.68706"
"Framlingham East","3265","VIC","-38.19918","142.71231"
"Franklinford","3461","VIC","-37.24042","144.09857"
"Frankston","3199","VIC","-38.15088","145.14145"
"Frankston North","3200","VIC","-38.12663","145.16064"
"Frankston South","3199","VIC","-38.17676","145.12959"
"Freeburgh","3741","VIC","-36.7726","147.05918"
"French Island","3921","VIC","-38.35185","145.38453"
"Frenchmans","3384","VIC","-36.9974","143.20848"
"Freshwater Creek","3217","VIC","-38.27019","144.24815"
"Fryerstown","3451","VIC","-37.13952","144.25837"
"Fulham","3851","VIC","-38.08259","146.96751"
"Fumina","3825","VIC","-37.91064","146.08799"
"Fumina South","3825","VIC","-37.95478","146.13046"
"Fyans Creek","3381","VIC","-37.09274","142.57919"
"Fyansford","3218","VIC","-38.1261","144.29139"
"Gaffneys Creek","3723","VIC","-37.48157","146.27952"
"Gainsborough","3822","VIC","-38.22582","145.9764"
"Gannawarra","3568","VIC","-35.71713","144.14665"
"Gapsted","3737","VIC","-36.50428","146.6999"
"Gardenvale","3185","VIC","-37.89817","145.00885"
"Garfield","3814","VIC","-38.1011","145.66968"
"Garfield North","3814","VIC","-38.04203","145.68465"
"Garibaldi","3352","VIC","-37.73074","143.85854"
"Garvoc","3265","VIC","-38.28612","142.81228"
"Gateway Island","3691","VIC","-36.09485","146.89677"
"Gatum","3407","VIC","-37.38908","141.94857"
"Gazette","3289","VIC","-37.91509","142.15562"
"Geelong","3220","VIC","-38.14815","144.36296"
"Geelong West","3218","VIC","-38.13905","144.34492"
"Gelantipy","3885","VIC","-37.1921","148.2355"
"Gellibrand","3239","VIC","-38.52819","143.5653"
"Gellibrand Lower","3237","VIC","-38.71582","143.22341"
"Gelliondale","3971","VIC","-38.62459","146.60116"
"Gembrook","3783","VIC","-37.94035","145.63822"
"Genoa","3891","VIC","-37.48871","149.5413"
"Gentle Annie","3833","VIC","-37.94744","145.8364"
"Georges Creek","3700","VIC","-36.1533","147.25756"
"Gerahmin","3546","VIC","-35.18103","142.79555"
"Gerang Gerung","3418","VIC","-36.37354","141.86428"
"Gerangamete","3249","VIC","-38.45394","143.70331"
"Germania","3387","VIC","-36.97662","142.75847"
"Germantown","3741","VIC","-36.73917","147.07821"
"Gerrigerrup","3289","VIC","-37.9857","142.20039"
"Gherang","3240","VIC","-38.31109","144.10633"
"Gheringhap","3331","VIC","-38.07588","144.22963"
"Ghin Ghin","3717","VIC","-37.15046","145.35203"
"Giffard","3851","VIC","-38.39059","147.10524"
"Giffard West","3851","VIC","-38.38177","146.99741"
"Gil Gil","3480","VIC","-36.32204","143.0349"
"Gilderoy","3797","VIC","-37.86365","145.71432"
"Gillieston","3616","VIC","-36.33573","145.20468"
"Gillum","3858","VIC","-37.75292","146.73371"
"Gipsy Point","3891","VIC","-37.48714","149.69084"
"Girgarre","3624","VIC","-36.39091","144.94186"
"Girgarre East","3616","VIC","-36.45491","145.06833"
"Gisborne","3437","VIC","-37.50673","144.57153"
"Gisborne South","3437","VIC","-37.54882","144.62919"
"Gladfield","3575","VIC","-36.0591","143.94947"
"Gladstone Park","3043","VIC","-37.69259","144.89596"
"Gladysdale","3797","VIC","-37.84056","145.64243"
"Glen Alvie","3979","VIC","-38.50038","145.65085"
"Glen Creek","3691","VIC","-36.43712","146.93761"
"Glen Forbes","3990","VIC","-38.44891","145.52525"
"Glen Huntly","3163","VIC","-37.89224","145.04113"
"Glen Iris","3146","VIC","-37.85619","145.06763"
"Glen Park","3352","VIC","-37.50756","143.92218"
"Glen Valley","3898","VIC","-36.90918","147.51551"
"Glen Waverley","3150","VIC","-37.88232","145.17162"
"Glen Wills","3898","VIC","-36.83563","147.48067"
"Glenaire","3238","VIC","-38.74786","143.48537"
"Glenaladale","3864","VIC","-37.74739","147.2979"
"Glenalbyn","3517","VIC","-36.48968","143.72025"
"Glenaroua","3764","VIC","-37.11189","144.96102"
"Glenbrae","3352","VIC","-37.34806","143.55556"
"Glenburn","3717","VIC","-37.40758","145.42705"
"Glendaruel","3363","VIC","-37.3466","143.7296"
"Glendonald","3364","VIC","-37.36068","143.8446"
"Glenfalloch","3858","VIC","-37.69304","146.61175"
"Glenfyne","3266","VIC","-38.41311","143.01265"
"Glengarry","3854","VIC","-38.12369","146.63821"
"Glengarry North","3854","VIC","-38.08727","146.55885"
"Glengarry West","3854","VIC","-38.12169","146.50999"
"Glengower","3370","VIC","-37.21047","143.86809"
"Glenhope","3444","VIC","-37.07425","144.60877"
"Glenhope East","3522","VIC","-37.07361","144.69757"
"Glenisla","3314","VIC","-37.24235","142.23275"
"Glenlee","3418","VIC","-36.23208","141.84192"
"Glenlofty","3469","VIC","-37.11333","143.2031"
"Glenlogie","3469","VIC","-37.24582","143.29818"
"Glenloth","3527","VIC","-36.12803","143.34361"
"Glenloth East","3527","VIC","-36.05884","143.48111"
"Glenluce","3451","VIC","-37.1818","144.24149"
"Glenlyon","3461","VIC","-37.26844","144.24577"
"Glenmaggie","3858","VIC","-37.8195","146.66407"
"Glenmore","3340","VIC","-37.71505","144.30389"
"Glenorchy","3385","VIC","-36.92078","142.63648"
"Glenormiston North","3265","VIC","-38.15335","142.9847"
"Glenormiston South","3265","VIC","-38.16053","142.97053"
"Glenpatrick","3469","VIC","-37.15348","143.33839"
"Glenrowan","3675","VIC","-36.45879","146.21494"
"Glenrowan West","3675","VIC","-36.51585","146.1704"
"Glenroy","3046","VIC","-37.70422","144.92838"
"Glenthompson","3293","VIC","-37.70018","142.5195"
"Glomar Beach","3851","VIC","-38.29853","147.28014"
"Gnarwarre","3221","VIC","-38.15035","144.14385"
"Gnotuk","3260","VIC","-38.20381","143.07701"
